date,stage,avg_rmssd,avg_hf,avg_lf,avg_lf_hf_ratio,min_rmssd,max_rmssd,data_points
2025-12-25,overall,40.904267605633805,239.87123943661976,786.6421408450703,4.078456652783066,17.76,76.245,71
2025-12-25,wakeup,50.15533333333334,325.35533333333336,1760.9566666666667,5.191630032049278,44.652,53.62,3
2025-12-25,deep,29.420000000000005,133.9127,572.7771,3.902683555545873,17.773,58.939,10
2025-12-25,light,42.56775675675676,266.232,692.0970540540541,3.0626420351059878,21.733,61.487,37
2025-12-25,rem,43.11277272727273,243.1920454545455,1001.432318181818,5.717106806334337,17.76,76.245,22
2025-12-25,wake,33.733999999999995,146.39180000000002,877.6245999999999,7.9381346464876845,21.309,49.359,5
2025-12-26,overall,45.30181818181817,279.2472424242424,723.0729242424243,3.134864924690824,27.0,91.761,66
2025-12-26,onset,60.751400000000004,489.2004,341.5222,0.7213727212691531,50.629,91.761,5
2025-12-26,wakeup,30.2166,173.0882,556.4898000000001,3.423218198613833,27.0,33.397,5
2025-12-26,deep,43.69075,238.70758333333333,460.4406666666667,2.0835837624592783,34.883,51.33,12
2025-12-26,light,48.13008333333333,314.6675,836.2783055555557,3.2282699720995436,27.862,76.351,36
2025-12-26,rem,38.404777777777774,154.33333333333334,628.2835555555556,4.30589750555317,28.937,55.281,9
2025-12-26,wake,44.01392307692307,316.76646153846156,927.3063846153847,3.5109328101887147,27.0,91.761,13
2025-12-27,overall,35.47138095238095,190.15993650793652,611.1770634920634,4.283823404363051,20.06,59.297,63
2025-12-27,onset,52.746833333333335,448.77500000000003,258.46416666666664,0.5921045311550065,43.758,59.297,6
2025-12-27,wakeup,35.129400000000004,140.02039999999997,1009.8838,6.7654968512238245,25.434,42.383,5
2025-12-27,deep,32.594,170.89926666666668,383.7305333333333,3.345423688892422,20.06,44.154,15
2025-12-27,light,35.67585365853658,185.76229268292687,640.6170487804878,4.258874835452798,24.973,59.297,41
2025-12-27,rem,34.071,171.3728,1145.5888,8.689225571882137,26.844,47.029,5
2025-12-27,wake,49.10866666666667,364.13033333333334,473.782,2.038098352273556,34.604,56.959,3
2025-12-28,overall,39.28968115942029,237.27540579710143,731.1950724637682,4.709752037463628,17.733,80.633,69
2025-12-28,onset,57.16866666666666,516.5276666666666,312.9248333333333,0.6073301690476564,47.449,69.133,6
2025-12-28,wakeup,25.1106,79.502,723.9472,9.214835664901981,21.422,28.196,5
2025-12-28,deep,39.502692307692314,236.2753076923077,349.4849230769231,1.8273040324763015,29.103,50.309,13
2025-12-28,light,42.983,269.0913333333334,750.3368888888889,4.024424442340302,26.278,80.633,36
2025-12-28,rem,29.221117647058822,123.83164705882352,1038.062294117647,8.796649168357908,17.733,45.878,17
2025-12-28,wake,45.78574999999999,400.752875,1016.734625,6.012463616965575,21.422,80.633,8
2025-12-29,overall,41.80434146341463,251.26750406504064,770.87718699187,4.011775835304557,22.169,103.109,123
2025-12-29,onset,51.98733333333333,419.7923333333333,135.25583333333336,0.32925641385206084,51.032,54.014,6
2025-12-29,wakeup,29.432000000000002,163.945,1179.9395,10.935358093941867,22.169,36.695,2
2025-12-29,deep,41.545874999999995,263.077,249.911,1.1257553558689672,27.503,51.963,8
2025-12-29,light,45.31316901408451,287.49198591549293,752.5520845070423,3.0804431207110703,25.935,93.339,71
2025-12-29,rem,36.9194347826087,165.00678260869566,917.9003913043477,6.785341503516772,22.851,48.091,23
2025-12-29,wake,37.04459259259259,233.75418518518515,883.6155925925925,4.805329146206049,22.169,103.109,27
2025-12-30,overall,39.680788235294116,222.89705882352942,569.286388235294,3.200050248210206,22.449,75.463,85
2025-12-30,onset,28.198666666666668,143.56966666666668,366.12033333333335,5.106205772936584,22.449,40.97,6
2025-12-30,wakeup,58.913599999999995,399.4836,1064.8006,2.50788520821977,45.789,75.463,5
2025-12-30,deep,32.56777777777778,166.8552222222222,242.32322222222223,1.516890832719176,25.088,52.548,9
2025-12-30,light,42.872938775510214,262.96787755102036,566.1816326530612,2.43064370264627,24.508,75.463,49
2025-12-30,rem,37.84405263157895,172.9612631578947,791.140105263158,5.400220058205951,29.703,50.518,19
2025-12-30,wake,36.39426666666667,189.4246666666667,529.1464000000001,4.102394535127053,22.449,50.518,15
2025-12-31,overall,33.01372448979592,172.87903061224495,541.8919285714286,3.862205254341905,17.42,66.581,98
2025-12-31,onset,28.80257142857143,146.89685714285716,231.775,1.832334031483106,20.858,34.009,7
2025-12-31,wakeup,55.838499999999996,349.3075,929.5635000000001,2.919446897417212,46.855,61.979,4
2025-12-31,deep,32.3646,178.33953333333335,385.3147333333333,2.159053611278791,22.168,47.878,15
2025-12-31,light,33.4758679245283,163.06324528301886,498.16616981132074,3.5391883481473374,20.705,61.979,53
2025-12-31,rem,33.440555555555555,196.39251851851853,732.342037037037,5.468619319966251,17.42,66.581,27
2025-12-31,wake,36.2179,204.6433,752.4925000000001,3.8573920326826707,20.858,66.581,10
2026-01-01,overall,26.014939393939393,121.50600000000001,619.8972828282828,6.232920055124171,15.834,53.993,99
2026-01-01,onset,19.478333333333335,62.0635,177.99633333333335,3.7153678335481444,15.834,22.083,6
2026-01-01,wakeup,24.6268,135.191,554.109,5.117006640619537,21.476,27.424,5
2026-01-01,deep,22.51988888888889,83.81133333333334,155.5451111111111,1.8758362384332676,18.729,27.367,9
2026-01-01,light,27.89588888888889,134.20971111111112,532.8011555555555,4.606287458179509,18.797,53.993,45
2026-01-01,rem,25.35704,117.61688,997.3996000000001,11.12234200263475,18.023,34.132,25
2026-01-01,wake,25.137535714285715,137.05310714285716,718.98675,7.242340060413406,15.834,53.993,28
2026-01-02,overall,38.55880208333333,237.40609375,823.7259791666667,4.352518705137726,25.355,61.923,96
2026-01-02,onset,34.188,211.4698,306.7066,1.4427237233314696,28.333,38.332,5
2026-01-02,wakeup,44.164,400.9302,1814.7616000000003,5.048276151462059,31.392,56.699,5
2026-01-02,deep,34.456272727272726,194.9483636363636,548.7355454545454,3.226541209994771,26.03,40.177,11
2026-01-02,light,39.125953124999995,257.33384375,849.912109375,3.913860721129984,25.355,60.149,64
2026-01-02,rem,38.9138,179.83553333333333,962.9301333333335,6.941837905987102,25.521,61.923,15
2026-01-02,wake,39.66723076923078,254.84792307692308,658.5996923076923,3.812430784908683,27.862,61.923,13
2026-01-03,overall,35.08646078431372,213.11711764705882,635.3628431372549,3.242194519571373,18.158,52.515,102
2026-01-03,onset,25.801000000000002,239.8898333333333,548.6046666666666,2.004725520782722,23.546,29.432,6
2026-01-03,wakeup,30.74,163.08820000000003,610.6762,4.346227799168604,28.796,33.462,5
2026-01-03,deep,33.92975,186.16537499999998,223.35375000000002,1.2432017932130777,30.393,37.89,8
2026-01-03,light,38.77287719298246,240.39861403508775,659.6586491228071,2.998482448941351,22.913,52.515,57
2026-01-03,rem,30.6835,129.11658333333335,469.4646666666666,3.7627526404928875,18.158,43.616,12
2026-01-03,wake,29.96671428571429,200.18550000000005,795.5290357142857,4.161518638497739,21.951,46.318,28
2026-01-04,overall,46.248517647058826,331.1633529411764,971.879117647059,3.147679623127983,23.955,73.09,85
2026-01-04,onset,31.74983333333334,149.1,233.354,1.6178189615985266,29.715,33.902,6
2026-01-04,wakeup,44.477799999999995,277.4502,1161.4630000000002,4.2044539258235645,37.416,47.851,5
2026-01-04,deep,48.34641666666667,382.63016666666664,777.5758333333333,2.162970940428115,35.271,65.72,12
2026-01-04,light,49.3749512195122,359.9499268292683,965.7544634146341,2.8870608852833475,34.056,73.09,41
2026-01-04,rem,45.881263157894736,299.5930526315789,1223.4814736842104,4.631589113055533,27.911,68.217,19
2026-01-04,wake,37.82066666666667,281.57666666666665,1126.640466666667,3.1289549072643177,23.955,62.956,15
2026-01-05,overall,34.28740909090909,193.08327272727274,663.3479545454545,4.33502256058476,17.24,55.57,88
2026-01-05,onset,35.302166666666665,191.88916666666668,328.012,1.8171841895188343,27.135,40.679,6
2026-01-05,wakeup,55.57,402.869,1994.728,4.951306752318992,55.57,55.57,1
2026-01-05,deep,34.623000000000005,207.7427,250.4813,1.222189611423845,28.496,42.867,10
2026-01-05,light,35.28028571428571,212.00879591836735,676.1783877551021,3.9982373815342442,23.624,54.22,49
2026-01-05,rem,30.092578947368423,126.31410526315788,777.2406315789474,7.168220203021041,17.24,38.654,19
2026-01-05,wake,35.8465,201.29075,744.19575,3.696290133092669,26.996,55.57,12
2026-01-06,overall,29.563561643835616,159.1951506849315,616.3388767123288,4.244347689474089,18.641,41.657,73
2026-01-06,onset,26.479285714285712,114.8937142857143,330.4961428571429,2.8182655550058695,21.685,36.974,7
2026-01-06,wakeup,27.9015,122.606,429.6515,3.410585179480803,26.32,29.483,2
2026-01-06,deep,31.758666666666667,185.02666666666664,819.3156666666665,5.2993380853913346,29.86,35.116,3
2026-01-06,light,31.175149999999995,184.239625,626.792775,3.6943613229648107,21.814,41.657,40
2026-01-06,rem,28.388583333333333,130.99133333333333,717.3995833333333,5.937342558873088,18.641,37.399,12
2026-01-06,wake,26.743299999999998,123.89675,578.6066500000001,4.567128963135507,20.029,38.291,20
2026-01-07,overall,30.632877777777775,182.71382222222226,820.3621222222221,5.768449533182075,18.014,52.131,90
2026-01-07,onset,35.678714285714285,226.94528571428572,614.0372857142858,3.3678815508676863,25.9,45.483,7
2026-01-07,wakeup,48.157,355.877,1397.468,3.9268286514722783,48.157,48.157,1
2026-01-07,deep,30.9743,171.2594,637.1982,4.9690883613363654,29.561,32.38,10
2026-01-07,light,30.87506896551724,193.85615517241382,816.7864827586208,4.928976844934144,18.958,50.175,58
2026-01-07,rem,26.908187499999997,115.07406250000001,950.5271875000001,10.188271905197263,18.014,52.131,16
2026-01-07,wake,38.95211111111111,267.25755555555554,1041.4275555555555,4.502584407428312,25.882,52.131,9
2026-01-08,overall,29.945063829787237,177.2086489361702,612.450170212766,4.858839476286701,15.682,76.547,94
2026-01-08,onset,34.5306,184.1224,397.84039999999993,2.6137324138525657,31.929,38.789,5
2026-01-08,wakeup,26.038,138.23966666666666,349.12300000000005,2.6243935435156267,22.074,31.037,3
2026-01-08,deep,27.031333333333336,127.45022222222221,349.7894444444444,3.6822199486259817,22.66,32.409,9
2026-01-08,light,30.942183333333332,200.61435000000003,546.2274,3.4801221668935725,16.514,76.547,60
2026-01-08,rem,26.506421052631577,109.06605263157896,731.2044736842105,8.54611047623473,15.682,38.651,19
2026-01-08,wake,33.46718181818182,221.47563636363637,1029.088909090909,6.575374132709623,17.992,53.977,11
2026-01-09,overall,31.491488372093023,181.0579534883721,648.9763488372093,4.512140374808454,17.662,54.252,86
2026-01-09,onset,29.486833333333337,154.03033333333335,322.62566666666675,2.0198519324732715,21.835,36.77,6
2026-01-09,wakeup,30.49575,222.34975000000003,1073.8132500000002,4.694197198062237,28.171,33.388,4
2026-01-09,deep,31.448333333333334,166.98708333333335,496.0299166666667,4.808355706085238,23.378,38.351,12
2026-01-09,light,32.717,202.73968627450978,642.7509019607842,3.562030755102852,20.581,54.252,51
2026-01-09,rem,28.06625,125.397375,847.7075,7.860824061263113,23.123,37.283,8
2026-01-09,wake,29.21473684210526,156.49826315789474,706.2730000000001,5.6663432184326314,17.662,36.77,19
2026-01-11,overall,34.774855421686745,208.75946987951806,673.0598674698796,3.95429663843582,19.565,67.02,83
2026-01-11,onset,30.727999999999998,153.63833333333335,277.759,1.783567797935629,25.182,40.324,6
2026-01-11,wakeup,46.757999999999996,317.639,1998.9624999999999,7.274493826092779,43.001,50.746,4
2026-01-11,deep,30.627,227.66769999999997,556.4008,2.2016803470823048,23.416,36.467,10
2026-01-11,light,37.094939999999994,226.93290000000002,601.53708,3.1425515238236454,23.249,67.02,50
2026-01-11,rem,30.902866666666668,140.21633333333335,976.6215333333334,7.534394797203816,19.565,47.004,15
2026-01-11,wake,33.52281818181818,208.34009090909092,640.72,4.115591918945923,25.182,60.444,11
2026-01-12,overall,38.68731395348837,222.58545348837202,711.4103720930233,3.7725222625144514,20.139,66.584,86
2026-01-12,onset,36.733000000000004,190.76633333333334,510.68316666666664,3.7268688629837747,29.831,44.911,6
2026-01-12,wakeup,47.934,286.19325,1789.57475,5.861209650409069,43.374,54.221,4
2026-01-12,deep,34.06821428571429,178.8957857142857,362.5208571428571,2.118417328075628,28.628,45.009,14
2026-01-12,light,39.584102040816326,246.26732653061225,689.9592448979593,3.2007341500156263,25.17,66.584,49
2026-01-12,rem,38.168473684210525,168.25415789473686,989.4026315789473,6.273541622623293,20.139,55.98,19
2026-01-12,wake,40.15533333333333,262.54344444444445,615.1791111111111,3.343990730957777,26.572,65.43,9
2026-01-13,overall,26.080045977011494,114.84472413793105,514.0292183908045,5.112311462737877,14.933,49.014,87
2026-01-13,onset,27.73685714285714,133.26028571428571,298.56557142857145,3.356475671723664,22.745,36.223,7
2026-01-13,wakeup,39.4375,249.46825,778.78175,3.4572212042965402,35.855,44.454,4
2026-01-13,deep,23.979153846153842,108.53053846153846,397.9277692307693,3.6579535527258127,16.826,29.08,13
2026-01-13,light,27.671803921568625,127.67396078431373,559.3504901960783,4.729686782951109,19.754,44.454,51
2026-01-13,rem,23.5754,89.73305000000002,479.1454,6.834439938582823,14.933,49.014,20
2026-01-13,wake,23.828333333333337,80.50233333333333,586.1086666666667,7.897287294148163,19.754,27.709,6
2026-01-14,overall,28.885825,150.631375,673.1191375000001,5.394171029248154,15.307,46.453,80
2026-01-14,onset,28.24866666666667,143.61999999999998,603.0236666666667,7.458500642356106,24.21,32.173,6
2026-01-14,wakeup,35.181666666666665,201.70466666666667,1025.4363333333333,5.826606778979875,27.655,40.351,3
2026-01-14,deep,29.254800000000007,158.22809999999998,460.4405,5.25214710014901,23.261,34.779,20
2026-01-14,light,30.356388888888894,168.23572222222225,613.5035277777775,3.3619605175008775,21.437,40.351,36
2026-01-14,rem,26.474095238095238,120.44995238095241,918.0041904761905,7.705162233188311,15.307,46.453,21
2026-01-14,wake,29.896142857142856,137.37557142857142,1358.7017142857144,11.083077718071868,24.21,40.902,7
2026-01-15,overall,36.98446666666666,226.67635555555555,701.9520111111111,3.39183780457585,18.12,55.488,90
2026-01-15,onset,35.6865,228.1643333333333,601.0985,3.248405739877031,26.931,42.021,6
2026-01-15,wakeup,37.60033333333333,272.6883333333333,1389.0583333333332,5.7578275005392925,32.136,46.971,6
2026-01-15,deep,36.74072222222222,240.37433333333334,452.1718888888889,1.8171123683373647,27.273,42.6,18
2026-01-15,light,37.499909090909085,222.36136363636362,702.1067727272729,3.4514884644753105,24.459,55.017,44
2026-01-15,rem,36.67847619047619,215.93980952380957,861.3600476190477,4.45100984761573,18.12,55.488,21
2026-01-15,wake,36.173846153846156,231.45030769230772,718.4948461538461,3.2767903915452257,20.18,48.741,13
2026-01-16,overall,36.274263888888896,261.3079305555556,819.2349583333333,3.7426945463458674,20.692,119.901,72
2026-01-16,onset,39.398833333333336,276.765,282.64883333333336,1.101738994277122,30.789,46.735,6
2026-01-16,wakeup,36.0215,264.466,262.02549999999997,0.9733231616297608,29.431,42.612,2
2026-01-16,deep,30.049500000000002,135.14437500000003,322.16475,2.5597721880716273,26.573,35.098,8
2026-01-16,light,38.75775609756098,339.54480487804875,1050.6096585365854,3.5543217042911905,20.692,119.901,41
2026-01-16,rem,33.08283333333333,138.70116666666667,645.9324444444444,5.332423035321302,25.328,44.311,18
2026-01-16,wake,45.1221,584.2907000000001,1762.8644999999997,3.355582536264289,29.431,100.362,10
2026-01-17,overall,24.567985074626865,103.89450746268656,590.0901791044778,6.697624245913901,13.811,35.567,67
2026-01-17,onset,24.502333333333336,98.28899999999999,539.7761666666667,6.834072934532723,19.23,31.671,6
2026-01-17,wakeup,27.704,106.95,644.315,6.024450677886863,27.704,27.704,1
2026-01-17,deep,23.876583333333333,104.26558333333332,267.0329166666667,2.61490517724608,19.568,28.155,12
2026-01-17,light,25.703225806451613,114.42570967741936,623.4777419354839,6.818532847603551,15.884,35.479,31
2026-01-17,rem,23.62847619047619,91.06814285714285,711.8927619047619,8.649222041377717,13.811,35.567,21
2026-01-17,wake,24.77722222222222,103.10144444444444,723.2937777777778,9.192165022714043,19.23,32.733,9
2026-01-18,overall,38.315211764705886,223.49439999999998,808.3901647058824,4.167198220769515,18.832,60.156,85
2026-01-18,onset,38.00983333333333,245.314,219.39983333333336,0.9378790105609703,32.743,42.919,6
2026-01-18,wakeup,35.9795,225.496,831.19175,3.648158085608777,26.626,47.767,4
2026-01-18,deep,35.53436363636364,207.69881818181818,319.596,1.6633536079835372,32.743,39.723,11
2026-01-18,light,41.09598039215687,248.7881568627451,855.3001960784314,3.8450439515675976,18.832,60.156,51
2026-01-18,rem,31.822000000000003,148.37494736842103,1049.9695789473683,7.064827629518018,21.867,46.848,19
2026-01-18,wake,42.190999999999995,275.54600000000005,1076.49925,4.604339958573223,37.987,48.273,4
2026-01-19,overall,33.13370422535211,202.8147323943662,639.2674507042253,4.33568128363932,12.879,70.955,71
2026-01-19,onset,21.88542857142857,120.746,437.89785714285705,2.7713629347161626,15.557,29.533,7
2026-01-19,wakeup,62.48733333333333,904.759,1100.6376666666667,1.4468239230279154,48.281,70.955,3
2026-01-19,deep,21.445800000000002,97.02606666666667,257.7945333333334,3.8454199180418636,12.879,33.041,15
2026-01-19,light,33.694212121212125,189.81312121212122,614.7343333333333,3.9321387877630265,16.082,59.516,33
2026-01-19,rem,36.09335294117647,181.02852941176468,884.1524117647059,5.933256138069299,23.524,59.054,17
2026-01-19,wake,42.4367,412.1393,1187.9283,7.08242776813655,18.852,70.955,10
2026-01-20,overall,40.54295061728396,249.35314814814814,787.9211851851852,3.686508515313132,23.864,66.067,81
2026-01-20,onset,40.5295,330.22499999999997,545.5603333333332,3.2670019138274,28.153,49.385,6
2026-01-20,wakeup,46.72875,270.01475,1108.42225,4.091735578340133,42.326,51.798,4
2026-01-20,deep,40.9501875,296.27031250000005,301.1036875,1.148907773681724,29.921,59.554,16
2026-01-20,light,42.512119047619045,255.70326190476192,803.5772857142857,3.606780902420797,27.607,66.067,42
2026-01-20,rem,36.5741,193.71250000000003,1127.6135,5.53279825221102,23.864,54.372,20
2026-01-20,wake,41.34814285714286,266.89214285714286,1052.3204285714287,5.7706230771182225,28.153,54.372,7
2026-01-21,overall,40.904582278481016,279.8262658227848,873.4814810126582,3.891710756855001,23.001,79.417,79
2026-01-21,onset,48.170500000000004,380.07366666666667,285.74683333333337,0.771971392187726,44.038,52.558,6
2026-01-21,wakeup,42.56699999999999,312.71220000000005,1838.1365999999998,7.344004526691046,31.319,58.982,5
2026-01-21,deep,45.29083333333333,319.6948333333334,577.6169166666667,2.551953732316649,32.435,55.865,12
2026-01-21,light,39.201800000000006,239.5179,840.7764999999999,4.54080900489883,23.001,79.417,40
2026-01-21,rem,40.791705882352936,249.55623529411764,705.2819411764705,3.0685651938814282,24.814,57.386,17
2026-01-21,wake,40.6533,406.0071999999999,1822.5411,5.594602996593075,31.319,58.982,10
2026-01-22,overall,37.0513625,249.32777500000003,680.8536375,4.722853793603521,21.011,91.606,80
2026-01-22,onset,38.585,282.8422857142857,264.9512857142857,1.0779168546320188,33.778,49.272,7
2026-01-22,wakeup,32.74725,135.42950000000002,1255.5529999999999,9.258109801728246,28.045,37.852,4
2026-01-22,deep,32.2487,193.1888,268.90680000000003,1.515021876640399,21.066,42.364,10
2026-01-22,light,39.35427450980392,289.31821568627447,702.9160392156864,4.259209199855324,21.727,91.606,51
2026-01-22,rem,32.832125000000005,153.37093749999997,895.8422499999999,8.562856982675882,21.011,46.101,16
2026-01-22,wake,42.36271428571428,487.4718571428571,584.8827142857143,2.9613229207530583,21.066,91.606,7
2026-01-23,overall,26.85696511627907,120.69202325581395,597.7100697674418,6.588994174900263,15.413,63.687,86
2026-01-23,onset,29.659571428571432,170.47057142857145,497.16271428571423,7.782551545372365,22.02,37.021,7
2026-01-23,wakeup,26.891,146.31875,1656.4209999999998,11.642420254016155,24.848,27.868,4
2026-01-23,deep,29.778636363636362,147.77509090909092,418.82800000000003,3.5654024779595037,26.189,37.021,11
2026-01-23,light,26.302730769230763,121.46184615384617,596.1903653846155,6.057255787672092,17.44,63.687,52
2026-01-23,rem,27.635055555555553,115.74738888888889,691.3899444444445,8.299572261733433,15.413,48.532,18
2026-01-23,wake,24.5713,83.00049999999999,727.1045,10.715822537698957,22.02,29.508,10
